user_id,candidate,ground_truth
805,352 114 1522 439 646 1230 1299 35 329 959 299 1394 87 672 1096 1407 1033 103 1453 76,352
806,131 1172 1113 1134 967 93 1609 931 344 1243 1665 696 282 693 397 243 418 19 1469 1581,131
807,254 642 1366 698 1186 12 1162 1560 585 1118 1500 1294 954 404 291 1556 1457 76 1516 1223,254
808,346 315 647 469 345 391 596 133 172 722 465 248 663 237 522 743 1175 661 1071 605,346
809,299 21 444 919 1059 1413 1115 1181 1542 43 542 161 14 1272 83 1651 925 108 102 883,299
810,326 228 378 1450 997 1175 100 1411 590 1651 1630 1583 583 1653 153 614 945 821 802 232,326
811,901 1487 1512 105 272 1316 1153 935 74 1211 344 245 785 1425 668 1390 1121 87 1277 1294,901
812,873 1490 1331 738 1457 940 1657 946 696 102 977 1636 1029 798 676 61 910 58 361 778,873
813,890 580 592 1587 1106 468 1145 1311 673 339 618 83 1259 202 852 682 1180 220 1294 1201,890
814,665 771 1532 487 1065 546 359 529 274 836 322 206 1094 198 1617 814 1456 851 908 1347,665
815,427 375 1655 628 901 928 207 1085 1311 1220 1250 579 1615 646 55 1146 333 1313 156 818,427
816,294 1121 1184 301 183 1215 1356 1030 1160 379 1068 1055 499 375 347 1155 56 502 1099 69,294
817,281 1333 425 1284 556 796 184 188 278 600 801 1513 941 901 442 1580 341 371 978 1127,281
818,887 547 1532 525 775 795 518 139 1680 537 1620 1483 1188 1226 566 1170 827 881 1027 379,887
819,315 335 1093 650 714 1580 1321 1295 430 1484 1303 539 298 1374 1658 635 806 350 1576 1502,315
820,343 1006 373 300 1286 62 767 781 639 388 682 1521 1485 1306 412 453 1210 106 1406 1568,343
821,71 910 633 1491 1079 8 1219 1480 906 1540 1388 201 381 296 1047 434 798 136 1342 1649,71
822,111 1456 1180 1298 726 462 645 389 13 354 1153 65 383 1642 1243 1539 576 29 1318 643,111
823,17 687 331 1085 403 1629 682 1049 934 1359 519 1263 1414 677 1435 220 1422 1364 258 716,17
824,325 425 11 1377 999 162 1370 1362 592 982 1111 70 1450 481 181 785 22 669 221 68,325
825,286 189 1378 805 1345 130 56 729 351 1433 43 526 1648 1173 1246 102 1157 442 1037 23,286
826,1110 1645 630 367 1571 795 1610 1670 1639 1419 317 647 1317 864 1097 836 919 462 1643 635,1110
827,272 1046 1437 373 465 261 429 1641 1513 386 38 858 562 129 188 1159 1372 155 1382 1347,272
828,1646 1442 540 825 607 543 203 1598 1457 615 1296 454 592 35 1093 1368 898 993 1488 830,1646
829,124 998 924 1197 363 123 81 501 1442 677 1143 878 58 667 1418 1061 787 1495 284 135,124
830,49 854 1021 1550 1480 1377 640 862 305 1270 408 1630 532 1131 1238 994 1011 14 527 810,49
831,237 1252 74 896 224 613 85 427 367 825 422 1270 622 579 76 256 610 163 1027 192,237
832,471 437 1091 13 541 1392 815 234 1085 164 1265 1587 1677 264 310 550 855 1204 528 469,471
833,344 1669 1658 603 644 1319 864 435 412 138 1408 353 391 535 1240 267 533 83 1664 1145,344
834,762 423 1549 81 1071 1661 443 189 1020 1055 1019 1150 739 38 295 42 1076 802 1456 689,762
835,23 148 739 1563 1414 164 1295 617 1418 1021 1586 524 761 651 1313 1653 659 1308 1175 694,23
836,663 139 1102 309 995 1374 1059 555 1037 704 153 1123 467 971 1485 251 1203 904 1213 1354,663
837,845 1211 1549 242 880 991 918 1182 697 1217 467 722 1412 225 658 601 1264 556 1380 933,845
838,354 947 759 848 606 141 864 122 506 1139 1649 823 883 622 826 1616 638 1068 1497 65,354
839,1085 275 291 1556 739 1490 1238 805 856 666 591 1024 335 1326 301 1220 1336 1425 880 1603,1085
840,1674 1200 335 455 226 1024 1237 909 1211 857 1648 1246 1107 1308 1234 1026 1135 1002 456 999,1674
841,1294 198 1400 1468 418 1634 1491 62 568 1666 358 477 956 1523 1031 1273 588 1353 1338 1341,1294
842,902 79 462 1417 863 1430 1567 1507 1114 1555 758 646 564 533 558 388 481 673 40 765,902
843,135 820 1443 1498 294 1263 806 1245 729 1013 104 486 1298 209 743 1160 102 769 401 423,135
844,432 309 1241 1603 798 185 442 1180 1228 1338 351 504 358 1441 781 564 1238 926 419 1591,432
845,909 879 1404 1316 825 1518 1182 1498 394 1321 834 416 1511 11 1039 367 132 778 549 855,909
846,1044 283 1681 1287 158 1497 925 1633 621 1054 62 1424 1646 336 690 137 1193 830 171 895,1044
847,79 294 1180 763 725 1575 1651 1613 410 603 409 511 108 710 567 1669 785 1545 556 1517,79
848,214 392 1075 1339 696 525 1016 777 1308 212 631 1304 702 656 378 681 1632 1482 688 441,214
849,133 1153 1291 1060 111 1570 1501 650 1273 1357 1597 1472 1106 1328 1303 644 1643 619 300 1097,133
850,22 574 687 943 876 311 1199 1155 714 929 72 1541 1452 1671 840 1427 1370 1317 1281 1112,22
851,915 149 827 810 1244 479 914 21 1256 1242 782 292 874 535 1489 983 140 1573 179 1435,915
852,568 1032 688 971 377 747 500 452 1071 346 1316 1468 901 143 696 811 926 1436 534 344,568
853,1025 76 689 65 437 534 707 713 420 670 239 343 1587 382 728 493 1517 1235 170 1592,1025
854,49 1297 353 710 1518 453 198 1224 407 1168 949 399 833 1290 1651 37 688 733 828 818,49
855,529 1073 1518 546 762 813 933 832 980 39 645 730 1472 766 826 552 1551 964 679 137,529
856,322 1350 1383 1228 2 1359 1372 231 1552 1369 1307 910 1680 1423 1054 1411 800 1580 1457 1440,322
857,275 1196 1351 1146 784 450 1018 1042 895 30 1139 69 1490 1309 252 1219 694 626 638 310,275
858,334 4 1136 554 411 1244 1299 242 79 402 263 1150 624 1406 126 865 1578 1620 233 144,334
859,421 939 875 168 1373 587 729 1457 1460 87 240 985 1575 1203 970 1516 477 232 830 454,421
860,312 794 1297 962 785 611 1090 1479 390 1196 299 125 1358 1450 1389 564 924 291 46 1566,312
861,949 332 1342 1049 781 1206 46 596 982 1139 118 383 989 1553 1284 1625 310 605 1624 1610,949
862,436 851 1177 1520 306 935 950 1015 946 601 1495 29 746 104 313 285 527 698 611 107,436
863,1431 1449 788 421 1451 1323 490 208 499 1030 127 137 625 1592 620 367 670 845 1182 1422,1431
864,257 41 1541 803 1447 744 767 704 918 1223 119 1303 1642 1064 1568 321 1559 1117 944 737,257
865,294 437 627 178 1008 1397 412 458 1542 864 81 863 508 1301 882 1415 492 1558 110 958,294
866,319 561 97 1484 217 1035 29 923 131 816 1458 1052 1269 165 1535 138 1519 207 1070 925,319
867,956 751 1152 1023 1665 1223 1248 834 1129 1451 1008 875 1587 1329 1570 1285 517 710 1066 1371,956
868,550 11 1529 32 1605 1268 584 582 1248 1225 58 986 1071 1352 17 1552 843 105 1163 1326,550
869,249 1528 1491 110 326 874 1272 709 152 1632 495 1138 181 218 977 1206 118 1151 1364 351,249
870,272 1032 667 1473 1174 273 1493 1567 722 285 684 1233 1290 860 864 548 1242 18 390 1010,272
871,781 33 1606 928 198 170 567 261 263 1543 748 1123 907 693 499 1515 544 1619 1241 234,781
872,476 500 12 150 1198 664 366 1275 751 1060 1039 1026 1355 1513 269 365 1375 421 578 1454,476
873,328 1418 1576 632 286 779 376 312 1648 561 841 787 88 1670 1293 550 1431 579 220 794,328
874,654 15 1418 1361 888 783 1320 458 768 805 879 803 579 1316 683 1480 358 741 110 1454,654
875,23 1571 248 609 228 797 1565 1385 1469 662 847 1327 7 1489 1247 936 31 952 680 687,23
876,531 403 428 845 1566 253 1104 873 730 1330 592 448 471 120 1560 539 1200 1289 965 1237,531
877,164 1211 1079 996 291 215 929 242 314 1525 1449 1536 1159 1399 976 1161 1437 1662 1648 1188,164
878,530 422 647 114 914 1167 1104 856 771 209 246 1257 137 1635 797 469 1078 735 48 1125,530
879,111 1222 3 451 690 616 1088 106 378 474 1378 659 21 1082 498 1534 131 299 345 637,111
880,815 576 1403 164 402 572 524 163 1268 155 1452 983 1418 1481 72 1454 890 1057 903 1216,815
881,409 1065 1500 403 1641 744 1672 16 475 209 1181 425 1342 825 898 544 1636 968 981 44,409
882,969 465 638 537 452 911 1654 507 1044 1655 769 279 1329 1575 1606 642 395 1384 127 474,969
883,752 1487 74 1549 1569 1148 1532 1476 147 52 798 723 759 576 264 359 946 1250 1681 983,752
884,381 739 286 1263 94 1546 1130 1093 1140 811 702 1061 1555 717 683 657 534 723 377 1224,381
885,143 372 1003 995 387 1285 1523 326 1652 1126 586 981 544 896 621 1139 517 288 1477 1431,143
886,1014 860 492 35 1524 1057 1313 292 1016 1433 45 793 160 638 459 1336 627 546 421 362,1014
887,1029 686 45 476 495 1303 1407 1009 570 1216 127 15 824 1002 1161 5 438 469 1150 1309,1029
888,274 436 92 1493 233 1600 672 1346 1584 799 848 887 1652 1288 773 578 49 1270 597 42,274
889,217 876 921 119 303 105 610 108 624 1303 1190 1344 1429 548 1103 1187 922 1484 1144 1099,217
890,1149 1342 1117 1372 770 303 835 846 84 857 270 1664 625 886 59 1611 825 350 721 1257,1149
891,471 922 1240 1255 1043 872 951 361 1572 1203 326 1605 1562 653 953 431 1344 1402 1302 1592,471
892,5 814 607 1127 269 1161 961 1270 583 1369 1069 1291 129 528 1060 1639 539 1176 450 1214,5
893,96 1338 1170 1455 1171 372 167 558 447 873 293 285 1571 1294 893 1108 1432 111 481 617,96
894,904 354 478 1241 1224 544 598 826 916 1421 918 1585 615 255 1648 861 900 520 44 770,904
895,742 928 1240 616 316 505 1316 733 214 1486 1054 1537 1403 286 1598 55 1170 31 847 948,742
896,176 1090 1583 1342 724 857 1423 878 352 382 900 945 1097 1568 1523 396 1029 580 272 1546,176
897,646 570 1039 31 1401 682 985 756 1283 1060 1064 667 40 2 119 171 724 4 834 1258,646
898,1296 704 1237 682 1395 223 414 1288 52 1205 1023 18 35 279 29 1591 988 956 1315 157,1296
899,724 1170 1390 1277 658 1250 648 281 1613 1245 90 1062 288 1282 757 907 636 330 1395 24,724
900,618 221 668 711 1209 188 692 16 757 832 1404 1218 249 1614 833 1457 500 210 301 282,618
901,864 274 1030 751 791 182 808 1647 1642 446 1283 1670 375 949 403 1335 978 725 397 1576,864
902,79 1191 1392 1628 276 826 1511 715 168 1481 396 679 1027 1675 1102 81 954 754 576 162,79
903,528 1372 330 638 1134 232 418 1544 1145 371 1563 1196 922 539 1076 941 905 583 1264 682,528
904,603 1457 1119 947 334 620 1378 47 1660 1533 847 634 1371 1340 753 432 1379 422 28 489,603
905,458 699 1551 1327 977 236 746 495 722 226 1651 1517 624 1457 380 496 1317 595 371 1507,458
906,696 1495 36 105 1357 1325 1008 1275 206 1563 893 1501 3 1351 1613 1588 515 839 1366 702,696
907,129 69 435 552 335 211 493 81 1642 1200 717 103 1164 972 1599 1656 665 1635 1456 372,129
908,631 335 1462 1610 918 325 1338 990 659 1399 1578 1430 1382 312 1268 626 13 1295 384 1561,631
909,14 1173 928 989 1299 697 850 1277 40 1415 307 344 1356 473 85 1000 644 392 438 195,14
910,1012 828 1400 445 1551 817 562 322 1227 71 1405 1419 1539 342 1669 924 346 262 1071 369,1012
911,197 699 326 1517 14 944 661 1059 1458 472 418 1001 1054 881 15 817 1595 839 952 1364,197
912,15 239 257 1625 1175 1481 679 972 321 671 652 821 631 1545 1335 1574 484 1398 1092 1140,15
913,258 339 706 965 1184 721 1427 1312 31 1498 1398 424 500 1133 184 1328 1532 1672 691 1043,258
914,402 496 615 762 893 436 339 1649 1452 998 677 220 1446 790 987 162 1199 1060 18 1409,402
915,347 1271 853 1455 882 1164 1111 806 428 267 554 1050 1411 817 716 624 768 812 1260 864,347
916,190 1532 1580 1669 507 841 878 109 256 466 1160 1057 1182 453 788 291 45 1671 472 587,190
917,628 203 1292 990 258 80 637 99 957 1109 1214 147 1181 1504 1359 619 1289 807 411 1610,628
918,143 354 1635 1329 932 307 376 325 589 1272 579 652 1239 1575 1267 800 593 352 1103 489,143
919,305 441 781 1167 1191 1460 463 1209 359 1546 1036 56 413 597 1595 648 1122 32 345 1384,305
920,347 1440 295 485 1384 619 781 1096 1063 195 1651 930 1395 1452 142 575 744 1285 597 1052,347
921,526 410 408 361 882 1605 1190 120 642 158 1569 209 769 991 1524 1533 108 123 13 579,526
922,257 1563 150 1538 214 16 1593 1273 806 1632 778 1492 123 289 1622 1028 73 686 1302 1598,257
923,168 620 816 984 213 210 306 643 1519 608 1226 73 1199 1567 566 1323 1037 613 227 1556,168
924,129 1161 142 524 1298 147 140 261 898 466 665 1250 1023 1518 916 239 398 922 220 1102,129
925,5 1057 124 854 186 1257 1047 787 105 144 502 1274 1368 705 1167 139 1437 690 381 494,5
926,258 1268 980 522 648 1110 615 238 526 1258 1122 1246 841 361 466 267 527 454 1627 241,258
927,742 1301 1406 434 332 1252 473 486 1574 700 348 716 14 1028 271 1037 1588 1497 830 615,742
928,246 391 379 1064 92 1122 946 126 1051 210 115 1438 887 1073 988 1255 104 777 1243 1144,246
929,56 500 809 341 33 858 1582 97 191 751 87 853 196 1595 1292 989 336 877 1116 690,56
930,709 135 290 1448 1608 508 799 1039 990 437 941 159 1517 1550 625 1349 1020 858 1284 1653,709
931,315 922 571 33 1364 636 520 1024 842 773 1501 865 1419 43 752 207 1604 525 641 122,315
932,357 1319 1425 814 1428 1295 1031 118 537 372 310 233 1313 1495 820 1360 323 599 264 1153,357
933,186 250 1548 643 887 1064 750 513 720 602 941 119 1542 1277 1430 1416 547 1564 244 603,186
934,153 1317 1050 1271 116 696 387 994 1112 1587 1251 596 1653 1195 424 448 937 770 443 1071,153
935,846 662 346 1302 984 1175 1297 417 1466 1377 1553 1625 619 1224 163 1167 379 863 1088 660,846
936,255 280 797 1486 1255 1443 1408 1459 1277 140 1105 993 1133 1424 860 41 493 626 301 1087,255
937,295 260 483 550 1498 233 743 571 883 734 1120 206 48 24 1 1065 1402 776 707 19,295
938,225 869 1216 1188 198 1117 573 1079 536 764 513 336 1051 148 389 507 1421 265 470 1338,225
939,1051 965 338 1421 1091 770 898 1395 1552 685 792 1455 1533 1001 51 655 1309 103 1478 564,1051
940,316 1531 951 1544 762 70 55 1133 602 674 1026 818 1553 1208 1307 912 1169 1656 933 1562,316
941,1 729 517 1661 848 255 992 115 80 714 521 566 74 1349 1668 687 1132 325 834 949,1
942,662 354 356 1433 1574 76 1453 450 1526 846 561 618 679 185 342 804 136 509 263 533,662
943,840 1010 540 134 350 309 1189 1102 947 207 622 448 1615 432 279 213 767 594 635 1581,840
